trip_id,driver_id,vehicle_type,pickup_area,dropoff_area,distance_km,time_of_day,day_of_week,traffic_index,weather,planned_duration_min,actual_duration_min,delivery_status,driver_experience_days
2283,111,bike,old_city,old_city,19.63,16,Saturday,0.46,rain,65.43,145.24,delayed,31
2239,100,scooter,central,old_city,8.76,4,Friday,0.6,rain,21.9,50.95,delayed,48
210,124,bike,tech_park,industrial,19.32,20,Saturday,0.6,clear,64.4,100.07,delayed,422
2097,103,car,suburb,industrial,18.46,4,Tuesday,0.55,rain,36.92,66.37,delayed,436
2073,123,bike,suburb,old_city,7.97,9,Thursday,0.71,rain,26.57,64.89,delayed,582
760,133,car,suburb,tech_park,21.51,11,Wednesday,0.29,clear,43.02,59.95,delayed,461
1836,112,bike,suburb,central,12.86,22,Wednesday,0.41,fog,42.87,70.08,delayed,237
830,142,bike,tech_park,suburb,12.71,4,Wednesday,0.45,clear,42.37,61.03,delayed,929
1703,116,scooter,suburb,tech_park,23.62,18,Thursday,0.72,clear,59.05,104.51,delayed,641
710,136,scooter,central,industrial,9.7,5,Friday,0.57,clear,24.25,,on_time,117
768,143,bike,tech_park,central,20.47,14,Wednesday,0.52,clear,68.23,107.52,delayed,676
1153,133,scooter,tech_park,central,5.24,12,Tuesday,0.33,rain,13.1,25.08,on_time,246
363,115,scooter,industrial,old_city,21.76,11,Tuesday,0.57,clear,54.4,98.46,delayed,717
891,109,scooter,tech_park,industrial,16.15,10,Saturday,0.84,rain,40.37,100.93,delayed,853
2048,101,scooter,old_city,tech_park,2.4,7,Tuesday,0.29,clear,6.0,16.42,on_time,648
84,127,scooter,tech_park,central,14.24,2,Sunday,0.31,clear,35.6,47.26,on_time,268
1427,101,bike,tech_park,suburb,3.47,17,Monday,0.73,fog,11.57,26.04,on_time,396
55,126,bike,suburb,old_city,14.14,0,Sunday,0.41,rain,47.13,103.59,delayed,537
2116,118,bike,industrial,old_city,1.45,17,Tuesday,0.8,clear,4.83,11.14,on_time,450
1488,129,car,central,central,21.21,4,Tuesday,0.41,rain,42.42,71.92,delayed,313
479,113,scooter,old_city,suburb,13.05,23,Sunday,0.38,clear,32.62,46.36,on_time,560
670,109,bike,old_city,tech_park,21.21,2,Tuesday,0.45,clear,70.7,119.04,delayed,49
630,118,scooter,tech_park,industrial,10.74,14,Saturday,0.21,clear,26.85,33.8,on_time,712
2183,122,scooter,central,old_city,6.49,21,Wednesday,0.36,clear,16.22,32.89,delayed,668
187,123,scooter,suburb,industrial,7.48,18,Monday,0.72,clear,18.7,34.93,delayed,48
1038,149,bike,industrial,tech_park,19.63,10,Thursday,0.61,clear,65.43,108.34,delayed,369
502,114,bike,tech_park,central,6.02,11,Tuesday,0.68,clear,20.07,39.35,delayed,266
99,138,car,industrial,suburb,16.47,13,Sunday,0.38,clear,32.94,45.86,on_time,212
457,128,car,tech_park,tech_park,10.98,13,Wednesday,0.2,clear,21.96,18.58,on_time,626
1991,106,scooter,industrial,central,13.77,3,Tuesday,0.23,clear,34.42,38.03,on_time,50
1386,147,scooter,tech_park,industrial,13.03,20,Wednesday,0.27,clear,32.57,39.09,on_time,671
1391,135,scooter,suburb,industrial,2.34,23,Monday,0.35,clear,5.85,9.81,on_time,157
245,125,scooter,industrial,central,9.2,4,Monday,0.12,fog,23.0,31.96,on_time,286
1594,119,car,suburb,central,8.84,12,Sunday,0.61,fog,17.68,27.56,on_time,509
2037,139,scooter,tech_park,central,15.47,17,Monday,0.76,clear,38.67,66.64,delayed,153
445,108,bike,industrial,industrial,22.68,9,Friday,0.65,clear,75.6,134.8,delayed,601
1939,119,bike,industrial,central,22.62,21,Monday,0.21,clear,75.4,93.94,delayed,417
138,144,bike,suburb,suburb,18.59,7,Tuesday,0.38,clear,61.97,85.98,delayed,387
638,121,scooter,suburb,tech_park,5.56,5,Thursday,0.33,clear,13.9,16.7,on_time,695
1992,137,bike,old_city,suburb,17.98,4,Wednesday,0.35,clear,59.93,99.9,delayed,965
2340,112,scooter,central,central,15.81,11,Wednesday,0.54,clear,39.52,62.52,delayed,794
544,109,bike,suburb,suburb,12.26,9,Tuesday,0.7,clear,40.87,67.2,delayed,867
2429,147,bike,old_city,suburb,13.08,18,Monday,0.81,clear,43.6,100.67,delayed,226
1761,116,scooter,central,industrial,8.58,11,Saturday,0.52,rain,21.45,45.79,delayed,126
132,146,car,central,old_city,15.23,5,Monday,0.51,clear,30.46,61.06,delayed,258
285,108,bike,suburb,central,9.68,15,Thursday,0.33,clear,32.27,46.48,on_time,592
2451,141,bike,old_city,suburb,16.53,8,Sunday,0.64,rain,55.1,147.56,delayed,517
1210,113,scooter,suburb,tech_park,11.21,3,Monday,0.37,clear,28.03,32.26,on_time,162
503,144,car,tech_park,industrial,5.88,3,Sunday,0.12,clear,11.76,13.57,on_time,761
443,117,bike,old_city,tech_park,20.48,14,Thursday,0.5,rain,68.27,171.27,delayed,687
2107,124,scooter,tech_park,old_city,8.37,12,Friday,0.44,clear,20.92,34.84,on_time,666
1136,118,car,industrial,old_city,20.54,16,Friday,0.11,clear,41.08,59.88,delayed,445
1100,145,scooter,old_city,old_city,21.84,1,Tuesday,0.31,clear,54.6,82.53,delayed,87
46,136,bike,industrial,old_city,2.81,14,Monday,0.25,fog,9.37,21.08,on_time,595
754,105,car,tech_park,industrial,18.12,6,Monday,0.49,rain,36.24,70.65,delayed,810
2146,115,scooter,tech_park,suburb,8.51,19,Saturday,0.77,rain,21.27,41.2,delayed,436
128,118,bike,central,industrial,,9,Wednesday,0.72,clear,55.37,94.75,delayed,382
1521,140,car,industrial,suburb,2.75,15,Saturday,0.41,fog,5.5,8.44,on_time,933
51,100,bike,old_city,central,13.82,4,Saturday,0.55,rain,46.07,108.18,delayed,114
1040,100,scooter,suburb,tech_park,7.8,18,Friday,0.55,fog,19.5,30.12,on_time,902
1374,106,bike,old_city,old_city,8.56,5,Monday,0.37,clear,28.53,45.06,delayed,448
1129,148,scooter,industrial,central,24.81,15,Tuesday,0.28,clear,62.02,70.07,on_time,666
612,114,bike,old_city,suburb,22.15,22,Saturday,0.41,rain,73.83,157.25,delayed,37
1466,116,scooter,industrial,central,18.04,5,Sunday,0.42,,45.1,84.39,delayed,876
1326,113,car,suburb,suburb,23.59,1,Wednesday,0.35,clear,47.18,226.43,delayed,407
1705,123,scooter,suburb,industrial,21.24,15,Friday,0.5,rain,53.1,106.57,delayed,614
2120,118,scooter,old_city,old_city,16.94,19,Wednesday,0.73,rain,42.35,107.24,delayed,857
145,128,bike,old_city,tech_park,10.57,4,Sunday,0.44,rain,35.23,82.11,delayed,920
1478,141,bike,industrial,suburb,10.0,5,Monday,0.42,clear,33.33,50.63,delayed,551
163,124,car,central,old_city,15.55,0,Saturday,0.62,clear,31.1,56.46,delayed,946
1377,149,car,industrial,tech_park,17.84,22,Tuesday,0.47,rain,35.68,63.57,delayed,267
1638,121,bike,old_city,industrial,15.03,1,Monday,0.54,clear,50.1,94.45,delayed,538
2365,107,bike,old_city,old_city,3.3,14,Saturday,0.5,clear,11.0,12.42,on_time,504
967,149,car,tech_park,old_city,5.32,15,Saturday,0.61,clear,10.64,19.71,on_time,609
1055,140,car,tech_park,tech_park,4.69,22,Wednesday,0.47,clear,9.38,17.19,on_time,265
1536,130,bike,industrial,suburb,21.42,23,Friday,0.26,clear,71.4,89.1,delayed,327
2221,146,bike,tech_park,industrial,8.58,11,Tuesday,0.59,clear,28.6,52.5,delayed,562
522,117,bike,industrial,old_city,4.2,23,Wednesday,0.27,clear,14.0,19.84,on_time,281
1397,111,bike,tech_park,tech_park,15.71,18,Monday,0.69,clear,52.37,83.11,delayed,556
286,135,scooter,suburb,industrial,20.28,14,Sunday,0.39,clear,50.7,75.27,delayed,447
197,121,car,central,tech_park,6.46,10,Monday,0.85,clear,12.92,26.66,on_time,871
297,119,car,old_city,industrial,16.56,20,Tuesday,0.42,clear,33.12,66.18,delayed,355
641,113,bike,industrial,central,18.98,15,Sunday,0.22,fog,63.27,93.04,delayed,86
639,138,bike,old_city,central,2.87,15,Saturday,0.46,clear,9.57,21.73,on_time,382
1249,149,scooter,industrial,old_city,1.26,4,Sunday,0.19,rain,3.15,7.21,on_time,853
2095,115,scooter,central,suburb,14.5,11,Wednesday,0.29,clear,36.25,40.47,on_time,297
2462,135,bike,tech_park,suburb,3.0,5,Friday,0.29,clear,10.0,7.71,on_time,641
712,131,car,industrial,tech_park,2.35,13,Friday,0.19,clear,4.7,4.51,on_time,788
2104,132,bike,tech_park,old_city,13.86,12,Saturday,0.43,clear,46.2,80.5,delayed,183
2,132,bike,tech_park,old_city,1.55,9,Thursday,0.84,clear,5.17,8.79,on_time,987
1226,128,bike,central,tech_park,15.47,5,Monday,0.22,rain,51.57,79.5,delayed,739
911,128,scooter,tech_park,industrial,19.48,5,Saturday,0.53,clear,48.7,65.61,delayed,443
643,122,bike,central,tech_park,2.37,0,Saturday,0.46,clear,7.9,4.82,on_time,757
2347,145,bike,tech_park,industrial,3.08,0,Monday,0.39,rain,10.27,24.64,on_time,246
1901,146,bike,tech_park,old_city,7.04,18,Saturday,0.78,clear,23.47,51.43,delayed,706
2203,118,scooter,tech_park,tech_park,17.01,16,Thursday,0.31,rain,42.52,68.66,delayed,271
1805,103,bike,tech_park,central,1.22,22,Sunday,0.45,rain,4.07,1.63,on_time,314
1854,110,bike,suburb,tech_park,1.69,11,Sunday,0.44,clear,5.63,7.5,on_time,901
2483,148,bike,industrial,suburb,10.43,3,Wednesday,0.47,clear,34.77,47.7,on_time,631
1569,108,scooter,tech_park,industrial,3.96,9,Sunday,0.82,clear,9.9,21.35,on_time,510
2265,132,scooter,industrial,central,8.31,2,Thursday,0.38,rain,20.77,32.75,on_time,286
1801,119,bike,industrial,tech_park,9.65,12,Tuesday,0.3,clear,32.17,43.91,on_time,243
569,135,bike,old_city,tech_park,6.68,17,Wednesday,0.78,clear,22.27,54.78,delayed,357
120,114,car,central,old_city,6.94,8,Saturday,0.6,clear,13.88,30.19,delayed,530
343,139,bike,old_city,industrial,8.83,7,Friday,0.21,clear,29.43,49.58,delayed,65
1845,116,bike,tech_park,suburb,7.92,17,Wednesday,0.65,clear,26.4,46.98,delayed,71
2346,100,bike,industrial,suburb,3.35,3,Monday,0.5,fog,11.17,13.43,on_time,326
1779,110,scooter,suburb,industrial,3.66,12,Sunday,0.48,clear,9.15,16.62,on_time,190
296,115,scooter,suburb,suburb,15.49,6,Wednesday,0.41,clear,38.73,66.88,delayed,979
1819,141,bike,central,suburb,8.08,19,Thursday,0.78,clear,26.93,51.01,delayed,499
1596,143,bike,industrial,tech_park,14.95,14,Wednesday,0.57,clear,49.83,85.14,delayed,228
2282,145,car,central,industrial,2.25,12,Thursday,0.52,clear,4.5,,on_time,258
564,136,bike,suburb,old_city,16.12,4,Sunday,0.22,rain,53.73,98.08,delayed,608
374,134,bike,old_city,industrial,10.68,15,Thursday,0.53,clear,35.6,67.8,delayed,392
1405,115,scooter,suburb,tech_park,,2,Sunday,0.25,rain,5.47,11.85,on_time,680
2307,109,scooter,suburb,industrial,8.79,22,Wednesday,0.34,clear,21.97,24.57,on_time,208
782,105,bike,tech_park,central,8.87,6,Sunday,0.27,,29.57,40.88,on_time,50
1158,108,scooter,tech_park,tech_park,7.6,22,Sunday,0.29,clear,19.0,23.97,on_time,953
2396,145,car,suburb,central,24.76,10,Sunday,0.81,clear,49.52,87.58,delayed,855
1934,119,scooter,industrial,old_city,6.05,15,Thursday,0.42,clear,15.12,29.9,on_time,434
493,111,car,suburb,tech_park,20.32,11,Tuesday,0.39,clear,40.64,61.53,delayed,323
427,147,bike,tech_park,tech_park,2.17,14,Sunday,0.17,clear,7.23,6.4,on_time,520
198,120,bike,central,suburb,3.34,15,Wednesday,0.46,clear,11.13,14.07,on_time,965
618,140,scooter,tech_park,old_city,21.36,11,Monday,0.45,clear,53.4,83.1,delayed,985
1449,127,scooter,tech_park,tech_park,13.05,2,Friday,0.55,clear,32.62,52.04,delayed,933
2149,100,scooter,central,industrial,4.87,19,Sunday,0.73,rain,12.17,26.55,on_time,304
2345,110,bike,tech_park,tech_park,11.27,18,Tuesday,0.65,clear,37.57,63.61,delayed,277
1758,122,bike,central,suburb,15.66,4,Tuesday,0.51,rain,52.2,109.41,delayed,139
484,110,scooter,old_city,central,22.55,11,Monday,0.39,,56.38,89.21,delayed,311
1169,137,bike,tech_park,suburb,21.38,17,Friday,0.59,rain,71.27,151.36,delayed,818
1058,106,bike,old_city,suburb,,12,Tuesday,0.27,fog,41.8,82.09,delayed,360
1522,104,bike,tech_park,old_city,21.52,23,Thursday,0.33,clear,71.73,109.59,delayed,703
894,134,car,old_city,tech_park,6.69,13,Friday,0.25,clear,13.38,19.86,on_time,665
2244,110,car,suburb,industrial,11.91,1,Sunday,0.38,rain,23.82,44.08,delayed,756
947,116,bike,old_city,tech_park,15.03,12,Monday,0.43,fog,50.1,93.59,delayed,705
718,110,bike,tech_park,old_city,18.73,15,Wednesday,0.14,clear,62.43,84.01,delayed,870
1767,130,scooter,old_city,tech_park,17.84,16,Wednesday,0.55,rain,44.6,107.57,delayed,847
2464,147,bike,industrial,industrial,9.26,0,Saturday,0.4,clear,30.87,47.32,delayed,937
2285,103,car,central,tech_park,13.9,9,Monday,0.97,rain,27.8,73.07,delayed,520
920,112,bike,suburb,central,15.97,10,Thursday,0.78,clear,53.23,95.4,delayed,475
1375,123,scooter,tech_park,old_city,16.06,6,Monday,0.39,rain,40.15,88.3,delayed,897
2071,136,bike,old_city,old_city,8.26,3,Saturday,0.65,rain,27.53,64.11,delayed,201
2172,123,scooter,central,tech_park,14.05,8,Tuesday,0.87,rain,35.12,91.1,delayed,633
2373,148,scooter,suburb,suburb,15.53,6,Thursday,0.58,clear,38.82,56.47,delayed,36
1728,131,bike,central,old_city,16.63,8,Monday,0.79,clear,55.43,120.9,delayed,244
812,117,car,suburb,suburb,7.66,23,Wednesday,0.25,clear,15.32,12.94,on_time,501
255,109,bike,tech_park,tech_park,22.01,4,Monday,0.22,clear,73.37,100.72,delayed,322
2383,129,scooter,tech_park,suburb,8.04,23,Saturday,0.43,clear,20.1,28.17,on_time,875
1050,104,scooter,old_city,industrial,15.55,1,Monday,0.34,clear,38.88,66.98,delayed,540
174,114,scooter,industrial,old_city,9.52,4,Friday,0.53,clear,23.8,38.84,delayed,579
137,149,scooter,industrial,suburb,8.76,6,Sunday,0.33,clear,21.9,23.8,on_time,667
1903,112,scooter,old_city,old_city,4.89,2,Wednesday,0.13,clear,12.22,12.99,on_time,543
1039,132,bike,tech_park,industrial,1.44,6,Monday,0.33,rain,4.8,14.13,on_time,493
1061,149,car,old_city,suburb,4.37,16,Saturday,0.27,fog,8.74,13.59,on_time,363
2338,136,bike,industrial,industrial,2.89,6,Tuesday,0.4,clear,9.63,11.53,on_time,250
426,102,bike,suburb,old_city,12.39,18,Friday,0.62,clear,41.3,67.79,delayed,224
1453,144,bike,old_city,old_city,11.6,22,Saturday,0.35000000000000003,clear,38.67,61.45,delayed,661
2022,149,bike,tech_park,central,16.71,17,Saturday,0.95,clear,55.7,98.64,delayed,799
152,120,bike,tech_park,industrial,15.57,10,Tuesday,0.7,clear,51.9,90.3,delayed,950
1030,109,scooter,old_city,tech_park,15.4,19,Sunday,0.75,clear,38.5,81.76,delayed,375
588,148,bike,tech_park,central,12.39,10,Monday,0.71,clear,41.3,69.86,delayed,722
72,139,scooter,industrial,industrial,16.06,7,Tuesday,0.38,clear,40.15,44.35,on_time,507
1750,145,scooter,central,suburb,9.61,18,Friday,0.89,rain,24.02,57.4,delayed,108
2413,129,scooter,central,old_city,11.35,7,Friday,0.55,clear,28.37,58.16,delayed,554
1090,115,car,industrial,tech_park,11.47,2,Sunday,0.4,clear,22.94,29.82,on_time,143
998,112,car,central,central,19.88,6,Tuesday,0.3,,39.76,46.39,on_time,690
1545,105,bike,old_city,tech_park,19.53,6,Friday,0.24,clear,65.1,98.61,delayed,339
723,103,car,suburb,industrial,23.94,15,Wednesday,0.58,clear,47.88,73.51,delayed,311
1290,100,car,industrial,suburb,4.03,12,Tuesday,0.47,clear,8.06,10.98,on_time,118
127,124,scooter,suburb,industrial,24.42,3,Friday,0.39,clear,61.05,99.68,delayed,943
1709,117,bike,suburb,suburb,23.26,5,Sunday,0.39,fog,77.53,121.61,delayed,45
1141,131,bike,suburb,suburb,4.18,3,Monday,0.26,clear,13.93,19.25,on_time,314
1933,126,bike,central,industrial,18.7,5,Wednesday,0.58,clear,62.33,111.56,delayed,440
568,105,scooter,suburb,central,22.28,16,Thursday,0.47,clear,55.7,81.34,delayed,626
1663,140,bike,tech_park,tech_park,20.92,5,Wednesday,0.27,fog,69.73,99.61,delayed,416
608,138,bike,industrial,suburb,10.61,18,Wednesday,0.82,rain,35.37,84.88,delayed,958
2277,115,scooter,suburb,tech_park,24.39,23,Wednesday,0.53,clear,60.98,99.45,delayed,973
449,106,bike,central,central,22.68,21,Wednesday,0.27,rain,75.6,122.93,delayed,36
233,104,bike,industrial,industrial,24.14,3,Tuesday,0.12,clear,80.47,88.83,on_time,571
2135,143,bike,tech_park,old_city,18.95,22,Friday,0.37,fog,63.17,120.79,delayed,196
1541,117,car,tech_park,tech_park,23.41,17,Sunday,0.61,fog,46.82,90.49,delayed,252
1548,136,bike,tech_park,old_city,2.58,21,Monday,0.56,rain,8.6,18.74,on_time,206
258,144,bike,old_city,suburb,18.69,5,Thursday,0.32,clear,62.3,93.32,delayed,94
399,101,scooter,suburb,tech_park,20.34,4,Thursday,0.16,clear,50.85,65.07,on_time,757
211,134,bike,suburb,industrial,22.77,22,Wednesday,0.27,clear,75.9,97.1,delayed,576
1817,135,scooter,suburb,old_city,18.42,3,Thursday,0.41,clear,46.05,77.07,delayed,833
970,126,scooter,tech_park,central,24.03,18,Wednesday,0.75,rain,60.08,142.54,delayed,835
678,143,car,central,old_city,19.51,18,Tuesday,0.8,,39.02,89.33,delayed,102
397,141,bike,tech_park,central,21.39,10,Wednesday,0.79,clear,71.3,126.58,delayed,617
705,103,scooter,central,industrial,7.37,21,Wednesday,0.36,clear,18.43,16.95,on_time,99
307,110,car,tech_park,old_city,15.17,6,Friday,0.25,clear,30.34,50.4,delayed,963
1064,141,car,industrial,suburb,16.4,2,Saturday,0.41,clear,32.8,47.07,on_time,378
1384,132,scooter,industrial,industrial,20.15,8,Monday,0.9,clear,50.37,98.39,delayed,714
15,101,car,suburb,old_city,2.94,23,Wednesday,0.41,clear,5.88,9.72,on_time,540
1250,141,scooter,old_city,central,14.78,8,Tuesday,0.77,clear,36.95,83.63,delayed,248
1757,133,bike,suburb,suburb,3.29,5,Sunday,0.59,rain,10.97,25.53,on_time,259
405,144,scooter,industrial,central,10.36,0,Thursday,0.17,rain,25.9,39.07,on_time,83
1153,133,scooter,tech_park,central,5.24,12,Tuesday,0.34,rain,13.1,25.08,on_time,246
1180,104,scooter,central,tech_park,23.41,18,Thursday,0.77,clear,58.52,100.34,delayed,848
1448,120,scooter,tech_park,industrial,20.48,11,Saturday,0.33,clear,51.2,64.55,on_time,368
96,148,bike,suburb,central,11.7,14,Thursday,0.53,rain,39.0,82.78,delayed,690
2298,124,car,old_city,industrial,11.46,16,Thursday,0.54,clear,22.92,35.75,on_time,429
786,128,scooter,industrial,tech_park,22.92,9,Friday,0.75,clear,57.3,105.77,delayed,791
1623,122,scooter,industrial,old_city,22.82,22,Monday,0.51,clear,57.05,100.59,delayed,771
758,123,car,suburb,tech_park,8.64,4,Friday,0.47,clear,17.28,21.05,on_time,184
549,121,scooter,central,tech_park,,15,Saturday,0.46,clear,3.55,4.87,on_time,846
2485,126,bike,industrial,old_city,6.87,1,Thursday,0.64,clear,22.9,45.57,delayed,611
1363,149,scooter,central,central,6.06,7,Friday,0.26,fog,15.15,23.81,on_time,529
242,103,scooter,industrial,central,2.43,12,Monday,0.38,clear,6.08,2.55,on_time,604
1814,132,bike,industrial,old_city,20.6,8,Sunday,0.8,clear,68.67,145.47,delayed,984
1740,104,bike,central,tech_park,5.36,10,Saturday,0.91,rain,17.87,49.26,delayed,942
2343,104,bike,industrial,tech_park,11.32,12,Saturday,0.56,clear,37.73,56.09,delayed,396
984,114,scooter,suburb,industrial,16.04,7,Tuesday,0.44,clear,40.1,54.88,on_time,164
2045,116,bike,central,tech_park,4.19,15,Friday,0.19,clear,13.97,20.36,on_time,710
1365,143,car,tech_park,tech_park,7.76,16,Saturday,0.55,clear,15.52,26.26,on_time,521
117,143,bike,tech_park,tech_park,22.83,4,Wednesday,0.62,clear,76.1,117.7,delayed,963
2078,148,scooter,central,old_city,18.44,8,Sunday,0.82,clear,46.1,99.29,delayed,244
540,123,scooter,suburb,tech_park,2.18,6,Tuesday,0.41,clear,5.45,6.77,on_time,767
571,118,bike,suburb,old_city,9.44,9,Thursday,0.64,clear,31.47,58.67,delayed,47
552,101,bike,tech_park,old_city,21.42,15,Thursday,0.39,fog,71.4,141.86,delayed,657
1225,144,car,old_city,suburb,7.39,13,Sunday,0.5,clear,14.78,31.61,delayed,974
1673,112,bike,suburb,industrial,15.55,18,Sunday,0.9,fog,51.83,115.06,delayed,555
1459,132,bike,old_city,tech_park,15.75,15,Saturday,0.54,clear,52.5,94.03,delayed,450
603,142,bike,old_city,tech_park,23.08,21,Tuesday,0.41,clear,76.93,125.1,delayed,309
1294,116,bike,central,old_city,6.54,17,Wednesday,0.64,clear,21.8,42.92,delayed,569
1192,146,scooter,old_city,central,9.22,0,Sunday,0.43,clear,23.05,40.26,delayed,874
2325,113,car,old_city,tech_park,7.6,16,Monday,0.33,rain,15.2,38.71,delayed,523
1735,115,bike,old_city,industrial,19.74,8,Thursday,0.74,clear,65.8,137.93,delayed,540
340,147,bike,central,industrial,5.81,4,Tuesday,0.49,clear,19.37,28.87,on_time,236
1446,113,bike,tech_park,industrial,23.64,21,Thursday,0.46,rain,78.8,144.15,delayed,528
370,141,scooter,central,industrial,9.42,7,Saturday,0.44,clear,23.55,35.02,on_time,686
2025,116,bike,central,industrial,17.22,4,Thursday,0.31,clear,57.4,76.27,delayed,417
471,106,bike,industrial,suburb,18.63,3,Friday,0.39,rain,62.1,118.68,delayed,877
368,129,scooter,old_city,old_city,21.95,12,Wednesday,0.49,clear,54.87,101.12,delayed,761
1528,114,bike,central,central,3.45,3,Sunday,0.41,clear,11.5,26.95,delayed,269
1174,111,scooter,tech_park,tech_park,12.37,4,Monday,0.11,clear,30.92,39.68,on_time,189
486,102,car,suburb,old_city,11.04,18,Tuesday,0.88,clear,22.08,51.98,delayed,385
83,137,scooter,old_city,central,9.02,22,Sunday,0.41,rain,22.55,56.68,delayed,84
1686,101,bike,central,industrial,15.94,1,Sunday,0.4,rain,53.13,100.26,delayed,415
27,113,scooter,old_city,suburb,3.26,22,Sunday,0.25,clear,8.15,15.66,on_time,371
1813,134,scooter,tech_park,central,9.17,3,Thursday,0.34,rain,22.92,49.44,delayed,377
1588,124,car,tech_park,industrial,13.56,19,Tuesday,0.72,clear,27.12,39.11,on_time,231
76,125,scooter,old_city,suburb,15.07,17,Monday,0.72,clear,37.67,85.23,delayed,385
1366,145,scooter,old_city,tech_park,24.39,0,Monday,0.58,rain,60.98,149.93,delayed,737
65,135,scooter,suburb,old_city,24.27,3,Sunday,0.42,clear,60.67,106.02,delayed,876
1480,100,scooter,old_city,central,17.59,14,Thursday,0.33,fog,43.97,80.61,delayed,652
739,138,bike,central,industrial,8.1,15,Monday,0.49,clear,27.0,37.86,on_time,770
2336,119,bike,industrial,central,14.03,0,Wednesday,0.33,rain,46.77,83.61,delayed,689
448,118,car,central,old_city,20.08,11,Sunday,0.37,clear,40.16,69.84,delayed,641
2010,122,bike,tech_park,old_city,8.01,9,Sunday,0.62,clear,26.7,42.14,delayed,755
2066,123,scooter,old_city,industrial,,14,Wednesday,0.29,clear,3.27,7.54,on_time,749
